978-2-330-04818-1;I like Europe;paroles d'une génération de Porto à Riga;Gillet;Caroline;Fontaine;Amélie;Actes Sud junior;DL 2015;1 vol. (71 p.);23 cm;Jeunesse;38,2561030864396;https://www.actes-sud.fr/sites/default/files/couvertures/9782330048181.jpg;À partir d'une dizaine de témoignages de jeunes Européens diffusés sur France Inter en 2014, Caroline Gillet et Amélie Fontaine dressent un portrait illustré, vivant et émouvant, de l'Europe d'aujourd'hui, loin de l'image bureaucratique de l'Union européenne. Au-delà des problèmes de la vie quotidienne, ces témoins abordent des questions qui, du sud au nord de l'Europe, touchent la plupart d'entre nous : le féminisme, l'amour, la banlieue, la politique...
978-2-330-05318-5;source (La);roman;Garat;Anne-Marie;;;Actes Sud;DL 2015;1 vol. (378 p.);24 cm;Adulte;20,0470270998619;https://images-na.ssl-images-amazon.com/images/I/41nn3vctfbL._SX210_.jpg;Venue au Mauduit, petit village de Franche-Comté, au motif officiel d'obtenir de la mairie l'autorisation, pour ses étudiants en sociologie, de consulter les archives communales de cette si banale petite bourgade française, la narratrice, hantée par la sombre énigme de son propre passé familial, ignore qu'elle va y faire une rencontre décisive en la personne de Lottie, solide et intimidante nonagénaire, désormais seule occupante de la vaste demeure des Ardenne, construction aussi baroque qu'extravagante édifiée sur des terres de mauvaise assise dans un méandre de la rivière qui coule en contrebas du bourg.
978-2-330-05334-5;Crash-test;roman;Claro;;;;Actes Sud;DL 2015;1 vol. (228 p.);22 cm;Adulte;59,5246615136907;https://images-na.ssl-images-amazon.com/images/I/41RiDyHPM3L._SX210_.jpg;Un employé affecté aux ?crash-tests? chez un constructeur automobile, une strip-teaseuse se jouant de ses voyeurs mâles, un adolescent qui échappe à la cellule familiale en découvrant l'auto-érotisme dans des BD pour adultes : trois personnages en quête d'un point de rupture, d'une forme d'accident, et qui tous dansent sur le fil du rasoir au centre du sanctuaire que Claro édifie ici à Eros et Thanatos.
978-2-330-05360-4;Ah ! Ca ira;roman;Lachaud;Denis;;;Actes Sud;DL 2015;1 vol. (426 p.);22 cm;Adulte;63,7429039273967;https://images-na.ssl-images-amazon.com/images/I/51On6jHaIYL._SX210_.jpg;En 2016 Antoine Léon est arrêté, il est condamné à vingt et un ans de prison. En 2037, le groupe des 68 s’installe dans le jardin Marcel Proust à Paris. Ces jeunes gens ne veulent plus d'une démocratie nauséabonde et violente. Leur histoire est celle du passage à l’acte qui ne serait plus issu d’une idéologie mais bien du vécu de l’individu, celui d’un être simple, d’un quidam, d’un vivant. Celui d’un être qui marche puis court vers la possibilité du sursaut. Un sursaut qui se décuple et qui pourrait bien enfin changer le monde.
978-2-35000-585-0;fables de La Fontaine pour réfléchir (Les);;Pelisse;Laetitia;Mazzari;Mauro;Oskar jeunesse;DL 2010;1 vol. (59 p.);23 cm;Jeunesse;44,6273052152152;https://images-eu.ssl-images-amazon.com/images/I/51KI3IUHy4L._SY291_BO1,204,203,200_QL40_ML2_.jpg;La raison du plus fort est toujours la meilleure. » Le Loup et l'Agneau « On a souvent besoin d'un plus petit que soi. » Le Lion et le Rat Tu as sûrement déjà entendu quelqu'un citer ces phrases. Ce sont les morales qui concluent les Fables de La Fontaine... Faut-il être toujours d'accord avec elles ? Tu trouveras dans ce livre les fables les plus connues ainsi que des explications et des exemples te permettant de réfléchir par toi-même et de partager tes idées avec celles des autres, pour mieux décider ce que tu dois en penser. Un livre pour t'aider à réfléchir et à te faire tes propres opinions.
978-2-35294-848-3;enchantements d'Ambremer (Les);;Pevel;Pierre;;;Bragelonne;DL 2015;1 vol. (381 p.);22 cm;Adulte;64,4860064192172;https://images-eu.ssl-images-amazon.com/images/I/511c-DFAj7L._SX210_.jpg;Les messieurs ont de fières moustaches, des chapeaux melons . les dames portent des corsets, des jupons, des bottines à boutons. Déjà, de rutilants tacots pétaradent parmi les fiacres le long des Grands Boulevards aux immeubles haussmanniens. Mais ce n’est pas le Paris de la Belle Époque tel que nous l’entendons : la tour Eiffel est en bois blanc, les sirènes ont investi la Seine, les farfadets, le bois de Vincennes, des chats-ailés discutent philosophie et une ligne de métro permet de rejoindre le pays des fées.
978-2-35294-849-0;élixir d'oubli (L');;Pevel;Pierre;;;Bragelonne;DL 2015;1 vol. (378 p.);22 cm;Adulte;59,5083249637048;https://images-eu.ssl-images-amazon.com/images/I/51yFDO12UWL._SX195_.jpg;En 1909, enquêtant sur le meurtre d'un antiquaire apparemment sans histoire, le mage Louis Denizart Hippolyte Griffont découvre que ce dernier pourrait bien avoir été la victime d'un ambitieux sorcier, Giacomo Nero. Ses investigations le ramènent à l'époque de la Régence jeune mage et gentilhomme libertin, il s'apprêtait alors à combattre une puissante société secrète, l'Éridan, en compagnie d'une nouvelle venue appelée à devenir son amie de cœur et complice, la déjà très mystérieuse et fantasque baronne Isabel de Saint-Gil. Les intrigues de l'Éridan et les menées de Nero seraient-elles liées, malgré le temps passé ? Griffont et Isabel, en s'opposant aux plans du sorcier en 1909, parachèveront une affaire qu'ils croyaient résolue depuis un siècle. Mais ce faisant, ils pourraient bien lever le voile sur un secret d'État susceptible de déclencher une nouvelle guerre, sur Terre comme dans l'Outre-Monde...
978-2-35294-850-6;royaume immobile (Le);;Pevel;Pierre;;;Bragelonne;DL 2015;1 vol. (376 p.);22 cm;Adulte;71,5197205730985;https://images-na.ssl-images-amazon.com/images/I/51axArNPPaL._SX210_.jpg;La porte vers la capitale d’Outre Monde, Ambremer, amène bien des Merveilles au Paris du siècle passé : la tour Eiffel est bâtie d’un bois blanc qui chante à la Lune, sur les Champs-Élysées, le feuillage des arbres diffuse à la nuit une douce lumière mordorée, et les créatures féeriques vivent parmi les hommes.
978-2-35488-135-1;Marie Curie, une femme de science;;Grard;Françoise;;;Gulf stream éd.;DL 2011;1 vol. (53 p.);29 cm;Jeunesse;30,6635631961128;https://images-eu.ssl-images-amazon.com/images/I/51urYQMsj-L._SX218_BO1,204,203,200_QL40_ML2_.jpg;Françoise GRARD est professeur de lettres en région parisienne. Redécouvrant la littérature jeunesse avec ses enfants, elle publie depuis une dizaine d'années de nombreux ouvrages, essentiellement chez Acte Sud junior, mais aussi pour Gallimard jeunesse et Flammarion. Son écriture se partage entre romans traitant de thématiques liées à l'adolescence, polars, mais aussi albums à vocation historique (Rose Valland et La comtesse de Ségur chez Gulf Stream Editeur). En outre, elle multiplie les interventions et les ateliers d'écriture dans les classes de primaire, collège et lycée.
978-2-35504-169-3;Je m'appelle pas Ben Laden !;;Chambaz;Bernard;;;Rue du monde;impr. 2011;1 vol. (37 p.);27 cm;Jeunesse;45,7488428289575;https://static.fnac-static.com/multimedia/FR/Images_Produits/FR/fnac.com/Visual_Principal_340/3/9/6/9782355041693/tsp20120921120923/Je-m-appelle-pas-Ben-Laden.jpg;New York, le 11 septembre 2001. John et Nassir, deux enfants américains, vivent en direct l'effondrement des Tours jumelles. Le monde entier est bouleversé. Mais ce jour-là, entre John, de religion baptiste, et Nassir, c'est aussi leur amitié qui explose… L'amalgame entre islam et islamisme ne tarde pas, dans la famille de John qui fuit désormais les « Arabes », mais dans les rues du pays aussi. Le jeune Nassir ne comprend pas. Il proteste : « Je m'appelle pas Ben Laden ! »
978-2-35949-434-1;échoués (Les);;Manoukian;Pascal;;;Don Quichotte éditions;DL 2015;1 vol. (297 p.);21 cm;Adulte;68,8818747385422;https://images-eu.ssl-images-amazon.com/images/I/510RQtmWMCL._SX210_.jpg;1992. Lampedusa est encore une petite île tranquille et aucun mur de barbelés ne court le long des enclaves espagnoles de Ceuta et Melilla. Virgil, le Moldave, Chanchal, le Bangladais, et Assan, le Somalien, sont des pionniers. Bientôt, des millions de désespérés prendront d’assaut les routes qu’ils sont en train d’ouvrir.
978-2-35965-037-2;Dans la cuisine d'Amandine;;Carboneill;Bénédicte;;;Petites vagues éd.;DL 2011;1 vol. (59 p.);21 cm;Jeunesse;5,34168330574228;https://images-na.ssl-images-amazon.com/images/I/51rhd-ejsFL._SX497_BO1,204,203,200_.jpg;Découverte de ce contient la cuisine d'Amandine : appareils ménagers, ustensiles, aliments dans le frigo et le placard. Description et utilisation de ces ustensiles et des produits + recettes faciles en fonction des saisons.
978-2-36219-032-2;Etre hôtesse de l'air ou steward;;Barnier;Louis-Marie;;;Lieux dits éd.;DL 2011;1 vol. (95 p.);21 cm;Jeunesse;39,7614109245261;https://static.fnac-static.com/multimedia/Images/FR/NR/b8/66/33/3368632/1540-1/tsp20220108072805/Etre-Hotee-De-L-Air-Ou-Steward.jpg;Un peu mannequin, un peu aventurière. le métier mythique par excellence ! Mais qui sont vraiment les hôtesses et stewards ? Sous l'appellation de Personnel Navigant Commercial, ils garantissent la sécurité des passagers au cours des vols, intervenant tant pour résoudre les multiples incidents que, potentiellement, pour diriger une évacuation...
978-2-36219-033-9;Etre militaire dans l'armée de terre;;Jakubowski;Sébastien;Weber;Claude;Lieux dits éd.;DL 2011;1 vol. (135 p.);21 cm;Jeunesse;59,4749822384017;https://static.fnac-static.com/multimedia/Images/FR/NR/b6/66/33/3368630/1540-1/tsp20220108073458/Etre-Militaire-Dans-L-Armee-De-Terre.jpg;Un guide précieux pour qui envisage d'intégrer l'armée, que ce soit en tant que militaire du rang, sous-officier, officier ou réserviste. Les auteurs : Sociologues et enseignants-chercheurs, ils sont spécialisés dans l'étude du monde militaire. Sébastien Jakubowski est maître de conférences à AgroSup Dijon.
978-2-36221-146-1;La cuisine des héros;;Major;Lenia;;;Ed. Mic-Mac;DL 2011;1 vol. (46 p.);33 cm;Jeunesse;78,2363705187935;https://images-na.ssl-images-amazon.com/images/I/41a8+xu+JBL._SX297_BO1,204,203,200_.jpg;Es-tu prêt à affronter Barbe Bleue, le Père Fouettard ou le Grand Méchant Loup ? Pour devenir rusé, fort et courageux, prépare vite les plats préférés des Héros ! Des recettes simples mais délicieuses, à partager en famille et avec tes ami(e)s.
978-2-36221-147-8;La cuisine des héroïnes;;Major;Lenia;;;Ed. Mic-Mac;DL 2011;1 vol. (46 p.);33 cm;Jeunesse;18,2393586298044;https://static.fnac-static.com/multimedia/FR/Images_Produits/FR/fnac.com/Visual_Principal_340/8/7/4/9782362211478/tsp20120928170746/La-cuisine-des-heroines.jpg;Tu connais Blanche-Neige, Cendrillon ou Dame Tartine. Mais sais-tu que ces héroïnes sont de grandes gourmandes ? Pour devenir, comme elles, belle, rusée et courageuse, prépare vite leurs plats préférés. Installe-toi aux fourneaux pour ravir tous les palais et transformer ta cuisine en conte de fées !
978-2-36231-035-5;Quand on parle du loup;;Harrison;Lisi;;;Castelmore;impr. 2011;1 vol. (308 p.);22 cm;Jeunesse;77,284977538279;https://www.babelio.com/couv/cvt_Monster-High-T3--Quand-on-parle-du-loup_9694.jpeg;La vraie nature des créatures de Radcliffe Way a été dévoilée au grand jour lors d'une diffusion à la télévision ! Frankie et ses amis doivent choisir entre vivre cachés, partir en exil pour retrouver la sécurité de l'anonymat ou se battre pour le respect de leurs droits et de leur différence... Clawdeen a fait son choix, et elle va sortir les griffes, peu importe ce que lui diront ses frères de meutes !
978-2-36242-054-2;Mémoires des failles;;Annocque;Philippe;;;Editions de l'Attente;DL 2015;1 vol. (228 p.);20 cm;Adulte;77,3265382514779;https://images-na.ssl-images-amazon.com/images/I/41MO59kU5pL._SX195_.jpg;Comment dire la singularité au moyen d'un langage commun ? C'est dans cet élan que s'inscrit Mémoires des failles. Il y s'agit de retracer le parcours d'une vie entière (les premières notes concernant ce projet ont plus de trente ans) sans passer ni par l'autobiographie ni par la fiction traditionnelle, en faisant ressurgir les images les plus immédiates sans recourir à une construction vraiment réfléchie. Écrire ce texte n'a jamais cessé d'être une aventure. Ce sont comme des photographies intérieures dont l'auteur est le premier surpris, assis qu'il est coude à coude avec le lecteur. Ces clichés sont rassemblés en albums qui dessinent une vie entière, de l'enfance à la maturité, jusqu'à l'entrée dans l'écriture sans que jamais celui dont le nom est sur la couverture puisse jamais affirmer « J'ai vécu cela ».
978-2-36279-156-7;variante chilienne (La);;Raufast;Pierre;;;Alma éditeur;DL 2015;1 vol. (263 p.);19 cm;Adulte;11,8537712711779;https://www.babelio.com/couv/CVT_La-variante-chilienne_2889.jpeg;Il était une fois un homme qui rangeait ses souvenirs dans des bocaux. Chaque caillou qu’il y dépose correspond à un évènement de sa vie. Deux vacanciers, réfugiés pour l’été au fond d’une vallée, le rencontrent par hasard. Rapidement des liens d’amitiés se tissent au fur et à mesure que Florin puise ses petits cailloux dans les bocaux. À Margaux, l’adolescente éprise de poésie et à Pascal le professeur revenu de tout, il raconte. L’histoire du village noyé de pluie pendant des années, celle du potier qui voulait retrouver la voix de Clovis dans un vase, celle de la piscine transformée en potager ou encore des pieds nickelés qui se servaient d’un cimetière pour trafiquer.
978-2-7021-5637-7;Fils du Shéol;roman;Benmalek;Anouar;;;Calmann-Lévy;DL 2015;1 vol. (408 p.);22 cm;Adulte;72,0119873112557;https://calmann-levy.fr/sites/default/files/styles/couv_livre/public/images/livres/couv/9782702156377-T.jpg?itok=Pi8pjH_T;Trois histoires d’amour pour remonter à l’origine du mal…
978-2-7021-5806-7;Mémoires fauves;roman;Guitton;René;;;Calmann-Lévy;DL 2015;1 vol. (270 p.);22 cm;Adulte;59,3783269608772;https://images-na.ssl-images-amazon.com/images/I/410F9NtgQEL._SX210_.jpg;Une histoire ardente,une plongée dans le secretde pratiques révoltantes.Fauves est une rock-star tout en démesure, à la renommée planétaire.
978-2-7096-3051-1;Presque mort;roman;Edwardson;°Ake;;;Lattès;impr. 2009;1 vol. (474 p.);23 cm;Adulte;50,7953358468022;https://images-na.ssl-images-amazon.com/images/I/51%2BKc7gvxBL._SX210_.jpg;Un gangster, un écrivain, un politicien et un citoyen ordinaire - sans compter le commissaire Winter rongé par le doute et par un mal de tête persistant. L'automne est particulièrement beau mais tous sont rattrapés par un sombre événement. Leurs destins se rejoignent autour de la mystérieuse disparition d'une jeune fille, trente ans auparavant.
978-2-7096-4655-0;Toute ressemblance avec le père;roman;Courtès;Franck;;;Lattès;2014;1 vol. (439 p.);21 x 13 cm;Adulte;23,5731729802348;https://www.babelio.com/couv/CVT_Toute-Ressemblance-avec-le-Pere_1311.jpeg;Au même âge que mon fils, je m'étais hissé au sommet d'une meule un soir, au bord du plateau. Devant moi, la terre brune, les bois sombres, le vent dans mon dos dessinaient les contours du bonheur, les points cardinaux d'une boussole imaginaire. J'étais un cristal de garçon.
978-2-7324-4525-0;Je mesure tout;;Trius;Mireia;;;La Martinière jeunesse;impr. 2011;1 vol. (95 p.);22 cm;Jeunesse;16,9288468965895;https://images-eu.ssl-images-amazon.com/images/I/51X4nGdVxAL._SX218_BO1,204,203,200_QL40_ML2_.jpg;Saviez-vous que 20 mètres était équivalents à un immeuble de 5 étages, à la longueur d'un passage piéton d'une grande avenue, à une baleine bleue ou à quatre girafes l'une au-dessus de l'autre ?
978-2-7324-4821-3;Le rugby raconté aux enfants;;Escot;Richard;;;La Martinière jeunesse;impr. 2011;1 vol. (83 p.);32 cm;Jeunesse;40,1558295080358;https://static.fnac-static.com/multimedia/Images/FR/NR/06/27/1d/1910534/1540-1/tsp20210222110752/Le-rugby-raconte-aux-enfants.jpg; En une trentaine de tableaux qui relatent chacun une action de jeu (relance, percée...), une organisation tactique (touche, mêlée...) ou un geste technique (passe, drop-goal...), cet ouvrage a pour objet d'initier les enfants, et tout ceux qui le souhaitent, à la pratique du rugby.
978-2-7404-2716-3;grandes merveilles du monde (Les);;Yu;Soon-Hye;;;Mango-Jeunesse;2011;1 vol.;32 x 25 cm;Jeunesse;78,3151250937339;https://products-images.di-static.com/image/yu-soon-hye-les-grandes-merveilles-du-monde/9782740427163-475x500-1.webp;Pourquoi a-t-on construit la Grande Muraille de Chine ?à quoi servaient les pyramides ? Qui a fait bâtir le Colisée ? Pour le savoir, à toi de retrouver les grands personnages de l'histoire perdus au milieu de la foule ! Une façon ludique et amusante de percer les secrets des civilisations du monde et de leurs monuments. Traduit du coréen par Françoise Nagel et Yeong-hee Lim
978-2-7459-4779-6;25 chasses au trésor;des scénarios originaux pour des fêtes inoubliables !;Rocher;Mathieu;;;Milan;DL 2011;1 vol. (90 p.);26 cm;Jeunesse;64,8986165782072;https://images-na.ssl-images-amazon.com/images/I/51+Z4pPhbVL._SX406_BO1,204,203,200_.jpg;Des copains de vos enfants viennent passer le week-end à la maison ? Une fête d'anniversaire arrive à grands pas ? Un après-midi goûter s'improvise à la dernière minute ? Comment les occuper ? Stress. Panique. Oui mais voilà, ça va vous arriver. Pourquoi ? Parce que vous êtes parent. Et, pour tout parent qui se respecte, ce genre d'événements, ça ne se rate pas ! Armez-vous de votre sens de l'humour, d'un savoir-faire méthodique... et du présent manuel, qui a eu l'intelligente idée de mettre au point 25 scénarios de chasses au trésor pour vous sauver la mise. On parie ? Suivez le guide, tout se passera bien. P-S : n'oubliez pas de vous amuser, vous aussi…
978-2-7459-5270-7;Champignons des bois et des prés;;Bustarret;Nicole;;;Milan;DL 2011;1 vol. (39 p.);19 cm;Jeunesse;15,2711868191501;https://images.epagine.fr/707/9782745952707_1_75.jpg;"Pour savoir immédiatement où trouver les champignons que l'on recherche, un carnet pratique, structuré par milieux.
Des illustrations très précises et un texte clair et alerte donnent les critères indispensables à l'identification des champignons, ainsi que des indications sur leur goût, des conseils de préparation et des idées de recettes. Sont-ils toxiques ou comestibles, excellents ou indigestes ? Tout est dit."
978-2-7470-2450-1;kilos en trop (Les);;Sautereau;François;;;Bayard Jeunesse;2008;1 vol. (93 p.);18 x 13 cm;Jeunesse;25,7760452967014;https://images-na.ssl-images-amazon.com/images/I/51LSDXz4whL._SX210_.jpg;Entre le football et les gâteaux, Sébastien penche plutôt pour les seconds. A la suite d'un match catastrophique, ses copains le lâchent. Non seulement le garçon est mal dans sa peau mais le voilà relégué dans l'équipe des débutants ! Heureusement son prof de gym a une idée derrière la tête : les kilos en trop de Sébastien pourraient devenir un véritable atout.
978-2-7470-2469-3;Momo;;Ende;Michael;;;Bayard jeunesse;impr. 2009;1 vol. (430 p.);19 cm;Jeunesse;35,0611710256844;https://images-na.ssl-images-amazon.com/images/I/41fiLINTvfL._SX210_.jpg;"Momo, une petite orpheline vagabonde, s'installe dans un amphithéâtre en ruine, à l'écart de la ville. Elle se fait vite plein d'amis : Momo séduit les enfants, avec lesquels elle invente des jeux merveilleux, mais aussi les adultes, parce qu'elle sait les écouter et leur redonner confiance. Ses deux meilleurs amis sont Beppo, un vieux balayeur de rues, et Gigi, un jeune homme à la langue bien pendue. Tous vivent heureux dans ce petit coin éloigné de l'agitation de la ville quand apparaissent d'étranges messieurs gris. A leur approche, un courant d'air froid, mêlé à une infecte odeur de cigare, se fait sentir. Qui sont-ils, que veulent-ils ? Momo découvrira leurs sinistres plans et la menace qui pèse sur tous ceux qu'elle aime.
Un vrai petit chef-d'œuvre qui célèbre les valeurs humaines et l'amitié, par l'auteur de L'histoire sans fin"
978-2-7470-3319-0;fièvre de la pleine lune (La);;Stine;R. L.;;;Bayard Jeunesse;2010;1 vol. (137 p.);18 x 13 cm;Jeunesse;16,4260275157294;https://static.fnac-static.com/multimedia/Images/FR/NR/72/62/11/1139314/1540-1/tsp20191114191541/Chair-de-poule.jpg;Alexia et Bobbie adorent faire peur et avoir peur. Leur grand-père ne cesse de leur raconter des histoires terrifiantes, comme celle de la fièvre qui frappe les nuits de pleine lune et change en loup-garou.
978-2-7470-3320-6;Kidnappés dans l'espace;;Stine;R. L.;;;Bayard Jeunesse;2010;1 vol. (138 p.);18 x 13 cm;Jeunesse;41,0922367318531;https://static.fnac-static.com/multimedia/Images/FR/NR/87/c4/11/1164423/1540-1/tsp20191114191541/Chair-de-poule.jpg;Jacob n'y comprend rien ! Depuis la rentrée, il croit vivre un cauchemar. À l'école, il ne reconnaît plus personne. Il n'arrive même pas à déchiffrer ce que le prof écrit au tableau. Et à la cantine, beurk !Ses nouveaux camarades ont une façon de manger dé-goû-tante ! Où est-il ? Que s'est-il passé ?
978-2-7470-3446-3;Terrible internat;;Stine;R. L.;;;Bayard Jeunesse;2010;1 vol. (140 p.);18 x 13 cm;Jeunesse;5,45021248145366;https://www.babelio.com/couv/bm_CVT_Terrible-internat_7016.jpg;Paul n'aurait jamais dû être si dissipé à l'école ! Pour le punir, ses parents décident de l'envoyer dans l'internat le plus strict du pays. II paraît que là-bas un terrible professeur, Mme Maargh, fait subir aux derniers de la classe un châtiment très spécial... Et si Paul n'arrivait pas à faire remonter sa moyenne ?
978-2-7470-3452-4;film d'horreur (Le);;Stine;R. L.;;;Bayard Jeunesse;2010;1 vol. (138 p.);18 x 13 cm;Jeunesse;55,0474942239238;https://static.fnac-static.com/multimedia/Images/FR/NR/f2/65/12/1205746/1540-1/tsp20171122145725/Chair-de-poule.jpg;Les romans de Chair de Poule s'inscrivent dans la pure tradition du fantastique. On y côtoie les créatures de la nuit : spectres, vampires, loups-garous, momies sorties de leur sommeil oumonstres remontés des profondeurs. Le jeune lecteur, emporté par des récits au rythme implacable ¿ qui n'excluent pas l'humour ! ¿ s'enfonce avec un délicieux effroi dans l'univers dumystère et de l'étrange, assuré qu'à l'instar des personnages il en sortira... indemne !
978-2-7470-3455-5;fantôme du miroir (Le);;Stine;R. L.;;;Bayard Jeunesse;2010;1 vol. (114 p.);18 x 13 cm;Jeunesse;62,9054772773582;https://images-na.ssl-images-amazon.com/images/I/515ZSHY2E7L._SX210_.jpg;"
Le miroir qui orne la chambre de Jason a quelque chose d'étrange. Le garçon y surprend des ombres furtives, et l'image se brouille parfois. Un soir, il trouve son chien devant la glace, montrant les dents, le poil hérissé. Et, soudain, son petit compagnon lui saute à la gorge ! Il s'est transformé en bête féroce ! Quelle force maléfique est tapie derrière le miroir ?"
978-2-7470-3686-3;maison des morts (La);;Stine;R. L.;;;Bayard Jeunesse;2011;1 vol. (136 p.);18 x 13 cm;Jeunesse;72,9234541829014;https://images-na.ssl-images-amazon.com/images/I/51IorlOTr3L._SX210_.jpg;Anna et Jimmy viennent d'emménager dans une nouvelle maison. Mais elle leur semble vite bizarre : d'où viennent ces chuchotements, ces ombres, ces rires mystérieux ? Pourquoi les habitants de cette ville sont-ils si étranges, si menaçants ? Ils semblent trop accueillants pour être innocents. Et pourquoi veulent-ils être leurs amis à la vie... à la mort ?
978-2-7470-3687-0;colère de la momie (La);;Stine;R. L.;;;Bayard Jeunesse;2011;1 vol. (140 p.);18 x 13 cm;Jeunesse;13,7413281762617;;
978-2-7470-3688-7;bête de la cave (La);;Stine;R. L.;;;Bayard Jeunesse;2011;1 vol. (137 p.);18 x 13 cm;Jeunesse;36,3410594069015;https://images.noosfere.org/couv/b/bayardp-cp046-1999.jpg;Depuis son match de base-ball où il a reçu un mauvais coup sur la tête, Marc est perturbé : un être mystérieux hante sa cave et vient le harceler jour et nuit. Cet étranger existe-t-il vraiment, ou est-il tout simplement le fruit de son imagination ? Marc ne sait plus où s'arrête la réalité et commence le rêve... C'est un vrai cauchemar .
978-2-7470-3689-4;peau du loup-garou (La);;Stine;R. L.;;;Bayard Jeunesse;2011;1 vol. (139 p.);18 x 13 cm;Jeunesse;65,8780640277668;https://static.wikia.nocookie.net/villains-fr/images/b/b1/F0VTQDWG0IPMFBT.LARGE.jpg/revision/latest/scale-to-width-down/310?cb=20210329175043&path-prefix=fr;Alex, invité quelques jours chez son oncle et sa tante, aperçoit la nuit des ombres mystérieuses dans le jardin. Curieux, il essaie, à ses risques et périls, de percer ce mystère.
978-2-7470-3691-7;Cauchemars en série;;Stine;R. L.;;;Bayard Jeunesse;2011;1 vol. (140 p.);18 x 13 cm;Jeunesse;79,7690459177475;https://images-na.ssl-images-amazon.com/images/I/515uyvbJkyL._SX210_.jpg;"Le père de Jake est un petit farceur ! Réalisateur de la série télévisée ""L'école de la peur"", il ne recule devant rien pour effrayer son fils. Jake est à bout de nerfs. Et puis, un jour, il accompagne son père en tournage dans un collège, dont la rumeur prétend qu'il est hanté..."
978-2-7470-3692-4;Mort de peur;;Stine;R. L.;;;Bayard Jeunesse;2011;1 vol. (141 p.);18 x 13 cm;Jeunesse;45,9441684072919;https://static.fnac-static.com/multimedia/FR/Images_Produits/FR/fnac.com/Visual_Principal_340/4/2/9/9782747036924/tsp20130311144030/Mort-de-peur.jpg;Monsieur Croseri est tellement désagréable que Colin n'hésite pas à se venger en lui volant un jeu de cartes. Quelques heures plus tard, il s'en mord déjà les doigts. Les monstrueuses figures se mettent à vivre et sèment la panique. Comment calmer le jeu diabolique ?
978-2-7470-3898-0;Jeux de monstres;;Stine;R. L.;;;Bayard Jeunesse;2011;1 vol. (142 p.);18 x 13 cm;Jeunesse;44,5639205823495;https://images-na.ssl-images-amazon.com/images/I/51AQBAZ5FTL._SX210_.jpg;"Non, Joanna et ses frères ne rêvent pas ! Ils ont bel et bien été capturés par d'horribles créatures lors d'une simple balade en forêt. Et pour quoi faire ? Pour tester le nouveau jeu inventé par les monstres "" La bête de l'est "". Ça pourrait être amusant si les perdants ne risquaient pas d'être dévorés à chaque instant ! "
978-2-7470-3899-7;vacances de l'angoisse (Les);;Stine;R. L.;;;Bayard Jeunesse;2011;1 vol. (110 p.);18 x 13 cm;Jeunesse;17,7927644274668;https://images-na.ssl-images-amazon.com/images/I/51100Q6N2NL._SX195_.jpg;"Tara, Lucy, Kim, Mara et David ne s'imaginaient pas qu'ils passeraient des vacances aussi mouvementées !
Sur la plage, les coquillages se mettent à chuchoter...
Les parents envoient des lettres énigmatiques à la colo, et refusent qu'on leur réponde.
Sans parler de tous ces oiseaux !
Il y en a partout, partout : impossible de leur échapper.
Tout cela est bien étrange...
À l'école, au moins, on était en sécurité !"
978-2-7499-2403-8;Mirages;;Robillard;Anne;;;M. Lafon;DL 2015;1 vol. (315 p.);24 cm;Adulte;36,207445344124;https://images.noosfere.org/couv/m/michellafon2403-2015.jpg;"L'enchanteresse Moérie, aidée de son amant Corindon, un dieu caracal, fomente des plans diaboliques afin de faire régner les Elfes sur Enkidiev. Y parviendra-t-elle ? Même les plus habiles conspirateurs peuvent commettre des erreurs.
Emprisonnés dans la forteresse d'An-Anshar, au sommet du plus haut des volcans, les jeunes Ayarcoutec et Marek unissent leurs forces pour s'évader et avertir Onyx que son royaume a été assiégé.
Mais comment échapper à la surveillance du traître Tayaress ? Afin de protéger les enfants-oiseaux vivant à Enkidiev, le dieu-épervier Sparwari met en place une stratégie qui ne fera l'unanimité ni chez les dieux ni chez les humains. Sa volonté seule suffira-t-elle à déjouer les obstacles qui se mettront sur son chemin ?"
978-2-8063-0074-4;Je crée avec 3 x rien !;;Bull;Jane;;;Langue au chat;cop. 2011;1 vol. (62 p.);29 cm;Jeunesse;30,7508820131181;https://static.fnac-static.com/multimedia/FR/Images_Produits/FR/fnac.com/Visual_Principal_340/4/4/7/9782806300744/tsp20120920132331/Je-cree-avec-.jpg;Jane Bull nous demande de réfléchir avant de jeter papiers, plastiques, tissus, métal et autres et de procéder nous-mêmes, avec la participation indispensable et très active des enfants, à un premier recyclage de nos déchets pour créer des fantastiques cadeaux ou de fabuleux jouets.
